char,radical,ohaeng,huneum,strokes
部,阝,土,떼 부,11
郫,阝,土,고을 이름 비,11
郭,阝,土,둘레 곽,11
郯,阝,土,나라이름 담,11
郴,阝,土,땅이름 침,11
郵,阝,土,우편 우,11
郸,阝,土,- 단,11
都,阝,土,도읍 도,12
郾,阝,土,- 언,12
鄂,阝,土,땅이름 악,12
鄄,阝,土,- 견,12
鄆,阝,土,- 운,12
鄉,阝,土,시골 향,12
鄋,阝,土,- 수,13
鄒,阝,土,추나라 추,13
鄖,阝,土,- 운,13
鄙,阝,土,더러울 비,14
鄞,阝,土,땅이름 은,14
鄢,阝,土,땅이름 언,14
鄣,阝,土,나라이름 장,14
鄦,阝,土,- 허,15
鄧,阝,土,나라이름 등,15
鄭,阝,土,나라 정,15
鄯,阝,土,- 선,15
鄰,阝,土,이웃 린,15
鄱,阝,土,땅이름 파,15
鄲,阝,土,한단 단,15
鄴,阝,土,땅이름 업,16
鄹,阝,土,나라이름 추,17
酃,阝,土,- 령,20
酆,阝,土,- 풍,21
酉,酉,金,닭 유,7
酊,酉,金,술취할 정,9
酋,酉,金,우두머리 추,9
酌,酉,金,술부을 작,10
配,酉,金,나눌 배,10
酎,酉,金,진한술 주,10
酏,酉,金,- 이,10
酐,酉,金,- 항,10
酒,酉,金,술 주,10
酕,酉,金,- 모,11
酖,酉,金,술 즐길 탐,11
酗,酉,金,주정할 후,11
酚,酉,金,- 분,11
酝,酉,金,- 온,11
酞,酉,金,- 태,11
酡,酉,金,- 타,12
酢,酉,金,초 초,12
酣,酉,金,술즐길 감,12
酤,酉,金,단술 고,12
酥,酉,金,타락죽 소,12
酦,酉,金,술기운 발,12
酩,酉,金,술취할 명,13
酪,酉,金,쇠젖 락,13
酬,酉,金,갚을 수,13
酮,酉,金,- 동,13
酯,酉,金,- 지,13
酰,酉,金,- 선,13
酱,酉,金,장 장,13
酲,酉,金,숙취 정,14
酴,酉,金,두번 빚은 술 도,14
酵,酉,金,삭힐 효,14
酶,酉,金,술밑 매,14
酷,酉,金,심할 혹,14
酸,酉,金,실[味覺] 산,14
酹,酉,金,부을 뢰,14
酽,酉,金,- 염,14
酾,酉,金,- 시,14
酿,酉,金,- 양,14
醃,酉,金,절일 엄,15
醄,酉,金,- 도,15
醅,酉,金,- 배,15
醇,酉,金,전국술 순,15
醉,酉,金,취할 취,15
醋,酉,金,초 초,15
醌,酉,金,- 곤,15
醍,酉,金,제호 제,16
醐,酉,金,제호 호,16
醑,酉,金,- 서,16
醒,酉,金,깰 성,16
醚,酉,金,- 미,17
醛,酉,金,- 철,17
醜,酉,金,추할 추,17
醞,酉,金,술빚을 온,17
醢,酉,金,젓 해,17
醣,酉,金,- 당,17
醪,酉,金,막걸리 료,18
醫,酉,金,의원 의,18
醬,酉,金,장 장,18
醭,酉,金,- 복,19
醮,酉,金,초례 초,19
醯,酉,金,식혜 혜,19
醱,酉,金,술괼 발,19
醴,酉,金,단술[甘酒] 례,20
醵,酉,金,추렴할 거,20
醺,酉,金,- 훈,21
釀,酉,金,술빚을 양,24
釁,酉,金,틈 흔,25
釆,釆,木,나눌 변,7
采,釆,木,풍채 채,8
釉,釆,木,유약 유,12
释,釆,木,- 석,12
釋,釆,木,풀 석,20
里,里,土,마을 리,7
重,里,土,무거울 중,9
野,里,土,들[坪] 야,11
量,里,土,헤아릴 량,12
釐,里,土,다스릴 리,18
金,金,金,쇠 금,8
釒,釒,金,- 금,8
釗,釒,金,쇠 쇠,10
釘,釒,金,못 정,10
釜,金,金,가마[鬴] 부,10
針,釒,金,바늘 침,10
釣,釒,金,낚을 조,11
釦,釒,金,그릇에 금테 두를 구,11
釧,釒,金,팔찌 천,11
釩,釒,金,- 범,11
釵,釒,金,비녀 채,11
釺,釒,金,- 천,11
鈀,釒,金,- 파,12
鈄,釒,金,- 두,12
鈆,釒,金,- 연,12
鈉,釒,金,- 납,12
鈍,釒,金,둔할 둔,12
鈎,釒,金,- 구,12
鈔,釒,金,노략질할 초,12
鈕,釒,金,인꼭지 뉴,12
鈞,釒,金,무거울 균,12
鈣,釒,金,- 개,12
鈦,釒,金,- 태,12
鈬,釒,金,- 탁,12
鈴,釒,金,방울 령,13
鈷,釒,金,다리미 고,13
鈺,釒,金,보배 옥,13
鈽,釒,金,- 포,13
鈾,釒,金,- 유,13
鈿,釒,金,비녀 전,13
鉀,釒,金,갑옷 갑,13
鉄,釒,金,쇠 철,13
鉅,釒,金,톱 거,13
鉉,釒,金,솥귀 현,13
鉗,釒,金,집게 겸,13
鉚,釒,金,- 류,13
鉛,釒,金,납 연,13
鉞,釒,金,도끼 월,13
鉤,釒,金,갈고리 구,13
鉧,釒,金,- 무,13
鉴,金,金,- 감,13
鉸,釒,金,- 교,14
鉻,釒,金,- 락,14
鉾,釒,金,칼 끝 모,14
銀,釒,金,은 은,14
銃,釒,金,총 총,14
銅,釒,金,구리 동,14
銎,金,金,도끼 구멍 공,14
銑,釒,金,무쇠 선,14
銓,釒,金,사람가릴 전,14
銖,釒,金,저울눈 수,14
銘,釒,金,새길 명,14
銚,釒,金,쟁개비 조,14
銜,金,金,재갈 함,14
銨,釒,金,- 안,14
銬,釒,金,- 고,14
銮,金,金,- 란,14
銲,釒,金,- 한,15
銳,釒,金,날카로울 예,15
銷,釒,金,쇠녹일 소,15
銹,釒,金,쇳녹날 수,15
銼,釒,金,- 좌,15
銾,釒,金,- 홍,15
鋁,釒,金,- 려,15
鋃,釒,金,- 랑,15
鋅,釒,金,- 자,15
鋇,釒,金,- 패,15
鋈,金,金,도금할 옥,15
鋌,釒,金,쇳덩이 정,15
鋒,釒,金,칼날 봉,15
鋤,釒,金,호미 서,15
鋥,釒,金,칼날세울 정,15
鋦,釒,金,- 국,15
鋩,釒,金,- 망,15
鋪,釒,金,펼 포,15
鋯,釒,金,- 고,15
鋰,釒,金,- 리,15
鋸,釒,金,톱 거,16
鋼,釒,金,강철 강,16
錄,釒,金,기록할 록,16
錐,釒,金,송곳 추,16
錒,釒,金,- 아,16
錕,釒,金,붉은쇠 곤,16
錘,釒,金,저울추 추,16
錙,釒,金,저울눈 치,16
錚,釒,金,쇳소리 쟁,16
錠,釒,金,덩이 정,16
錢,釒,金,돈 전,16
錦,釒,金,비단 금,16
錨,釒,金,닻 묘,17
錫,釒,金,주석 석,16
錮,釒,金,막을 고,16
錯,釒,金,어긋날 착,16
録,釒,金,희학질할 록,16
錳,釒,金,- 맹,16
錶,釒,金,- 표,16
錾,金,金,- 참,16
鍁,釒,金,- 흔,16
鍊,釒,金,쇠불릴 련,17
鍋,釒,金,노구솥 과,17
鍛,釒,金,쇠불릴 단,17
鍥,釒,金,- 계,17
鍪,金,金,투구 무,17
鍬,釒,金,가래 초,17
鍵,釒,金,자물쇠 건,17
鍾,釒,金,쇠북 종,17
鎂,釒,金,- 미,17
鎊,釒,金,깎을 방,18
鎏,金,金,급속 류,17
鎔,釒,金,쇠녹일 용,18
鎖,釒,金,쇠사슬 쇄,18
鎛,釒,金,호미 박,18
鎢,釒,金,- 오,18
鎣,金,金,줄 형,18
鎦,釒,金,- 류,18
鎧,釒,金,갑옷 개,18
鎩,釒,金,- 쇄,19
鎬,釒,金,호경 호,18
鎮,釒,金,鎭의 俗 진,18
鎳,釒,金,- 얼,18
鏈,釒,金,쇠사슬 련,19
鏊,金,金,번철 오,19
鏖,金,金,무찌를 오,19
鏟,釒,金,대패 산,19
鏡,釒,金,거울 경,19
鏢,釒,金,칼날 표,19
鏽,釒,金,거울에 녹슬 수,20
鐐,釒,金,은 료,20
鐘,釒,金,쇠북 종,20
鐮,釒,金,- 렴,21
鐲,釒,金,- 탁,21
鐵,釒,金,쇠 철,21
鐺,釒,金,목쇠사슬 당,21
鐾,金,金,- 폐,21
鑄,釒,金,쇠불릴 주,22
鑊,釒,金,가마 확,22
鑑,釒,金,거울 감,22
鑒,金,金,거울[鑑] 감,22
鑔,釒,金,- 찰,22
鑞,釒,金,땜납 랍,23
鑠,釒,金,쇠녹일 삭,23
鑢,釒,金,줄 려,23
鑣,釒,金,재갈 표,23
鑪,釒,金,화로 로,24
鑫,金,金,- 흠,24
鑭,釒,金,- 란,25
鑰,釒,金,자물쇠 약,25
鑲,釒,金,거푸집 속 양,25
鑷,釒,金,쪽집게 섭,26
鑼,釒,金,징 라,27
鑽,釒,金,뚫을 찬,27
鑾,金,金,방울 란,27
鑿,金,金,뚫을 착,28
钅,钅,金,- 금,5
钆,钅,金,- 구,6
钇,钅,金,- 을,6
针,钅,金,- 침,7
钉,钅,金,- 정,7
钊,钅,金,- 쇠,7
钋,钅,金,- 박,7
钌,钅,金,- 조,7
钍,钅,金,- 토,8
钎,钅,金,- 천,8
钏,钅,金,- 천,8
钐,钅,金,- 삼,8
钒,钅,金,- 범,8
钓,钅,金,- 조,8
钔,钅,金,- 문,8
钕,钅,金,- 녀,8
钗,钅,金,- 채,8
钙,钅,金,- 개,9
钚,钅,金,- 비,9
钛,钅,金,- 태,9
钜,钅,金,- 거,10
钝,钅,金,- 둔,9
钞,钅,金,- 초,9
钟,钅,金,- 종,9
钠,钅,金,- 납,9
钡,钅,金,- 패,9
钢,钅,金,- 강,9
钣,钅,金,- 판,9
钤,钅,金,- 검,9
钥,钅,金,- 월,9
钦,钅,金,- 흠,9
钧,钅,金,- 균,9
钨,钅,金,- 오,9
钩,钅,金,- 구,9
钪,钅,金,- 항,9
钫,钅,金,- 방,9
钬,钅,金,- 화,9
钭,钅,金,- 두,9
钮,钅,金,- 뉴,9
钯,钅,金,- 파,9
钰,钅,金,- 옥,10
钱,钅,金,- 전,10
钲,钅,金,- 정,10
钳,钅,金,- 겸,10
钴,钅,金,- 고,10
钵,钅,金,- 발,10
钶,钅,金,- 아,10
钷,钅,金,- 파,10
钸,钅,金,- 포,10
钹,钅,金,- 발,10
钺,钅,金,- 월,10
钻,钅,金,- 첩,10
钼,钅,金,- 목,10
钽,钅,金,- 단,10
钾,钅,金,- 갑,10
钿,钅,金,- 전,10
铀,钅,金,- 유,10
铁,钅,金,- 철,10
铂,钅,金,- 박,10
铃,钅,金,- 령,10
铄,钅,金,- 삭,10
铅,钅,金,- 연,10
铆,钅,金,- 류,10
铈,钅,金,- 시,10
铉,钅,金,- 현,10
铊,钅,金,- 사,10
铋,钅,金,- 필,10
铌,钅,金,- 니,10
铍,钅,金,- 피,10
铎,钅,金,- 탁,10
铐,钅,金,- 고,11
铑,钅,金,- 로,11
铒,钅,金,- 이,11
铓,钅,金,- 망,11
铕,钅,金,- 유,11
铖,钅,金,- 성,11
铗,钅,金,- 협,11
铘,钅,金,- 야,12
铙,钅,金,- 뇨,11
铛,钅,金,- 당,11
铜,钅,金,- 동,11
铝,钅,金,- 려,12
铞,钅,金,- 조,11
铟,钅,金,- 인,11
铠,钅,金,- 개,11
铡,钅,金,- 찰,11
铢,钅,金,- 수,11
铣,钅,金,- 선,11
铤,钅,金,- 정,12
铥,钅,金,- 주,11
铧,钅,金,- 화,11
铨,钅,金,- 전,11
铩,钅,金,- 쇄,11
铪,钅,金,- 협,11
铫,钅,金,- 조,11
铬,钅,金,- 락,11
铭,钅,金,- 명,11
铮,钅,金,- 쟁,11
铯,钅,金,- 색,11
铰,钅,金,- 교,11
铱,钅,金,- 의,11
铲,钅,金,- 산,11
铳,钅,金,- 총,11
铴,钅,金,- 탕,12
铵,钅,金,- 안,11
银,钅,金,- 은,11
铷,钅,金,- 여,11
铸,钅,金,- 주,12
铹,钅,金,- 로,12
铺,钅,金,- 포,12
铼,钅,金,- 래,14
铽,钅,金,- 특,12
链,钅,金,- 련,12
铿,钅,金,- 갱,12
销,钅,金,- 소,12
锁,钅,金,- 쇄,12
锂,钅,金,- 리,12
锃,钅,金,- 정,12
锄,钅,金,- 서,12
锅,钅,金,- 과,12
锆,钅,金,- 고,12
锇,钅,金,- 철,12
锈,钅,金,- 수,12
锉,钅,金,- 좌,12
锊,钅,金,- 렬,12
锋,钅,金,- 봉,12
锌,钅,金,- 자,12
锍,钅,金,- 류,12
锎,钅,金,- 개,12
锏,钅,金,- 간,12
锐,钅,金,- 예,12
锑,钅,金,- 제,12
锒,钅,金,- 랑,12
锓,钅,金,- 침,12
锔,钅,金,- 국,12
锕,钅,金,- 아,13
锖,钅,金,- 창,13
锗,钅,金,- 타,13
锘,钅,金,- 첨,14
错,钅,金,- 착,13
锚,钅,金,- 묘,13
锛,钅,金,- 분,13
锝,钅,金,- 득,13
锞,钅,金,- 과,13
锟,钅,金,- 곤,13
锡,钅,金,- 석,13
锢,钅,金,- 고,13
锣,钅,金,- 라,13
锤,钅,金,- 추,14
锥,钅,金,- 추,13
锦,钅,金,- 금,13
锨,钅,金,- 흔,13
锩,钅,金,- 권,13
锪,钅,金,- 홀,13
锫,钅,金,- 부,13
锬,钅,金,- 담,13
锭,钅,金,- 정,13
锯,钅,金,- 거,13
锰,钅,金,- 맹,13
锱,钅,金,- 치,13
锲,钅,金,- 계,14
锴,钅,金,- 개,14
锵,钅,金,- 장,14
锶,钅,金,- 송,14
锷,钅,金,- 악,14
锸,钅,金,- 삽,14
锹,钅,金,- 초,14
锺,钅,金,술병 종,14
锻,钅,金,- 단,14
锼,钅,金,- 수,14
锾,钅,金,- 환,14
锿,钅,金,- 애,14
镀,钅,金,- 도,14
镁,钅,金,- 미,14
镂,钅,金,- 루,14
镄,钅,金,- 비,14
镅,钅,金,- 미,14
镆,钅,金,- 막,15
镇,钅,金,- 진,15
镈,钅,金,- 박,15
镉,钅,金,- 력,15
镊,钅,金,- 섭,15
镌,钅,金,- 전,15
镍,钅,金,- 얼,15
镎,钅,金,- 나,15
镏,钅,金,- 류,15
镐,钅,金,- 호,15
镑,钅,金,- 방,15
镒,钅,金,- 일,15
镓,钅,金,- 가,15
镔,钅,金,- 빈,15
镕,钅,金,- 용,15
镖,钅,金,- 표,16
镗,钅,金,- 당,16
镘,钅,金,- 만,16
镙,钅,金,- 라,16
镚,钅,金,- 붕,16
镛,钅,金,- 용,16
镜,钅,金,- 경,16
镝,钅,金,- 적,16
镞,钅,金,- 족,16
镟,钅,金,- 선,16
镡,钅,金,- 심,17
镢,钅,金,- 궐,17
镣,钅,金,- 료,17
镤,钅,金,- 박,17
镥,钅,金,- 노,17
镦,钅,金,- 대,17
镧,钅,金,- 란,17
镨,钅,金,- 보,17
镩,钅,金,- 찬,17
镪,钅,金,- 강,17
镫,钅,金,- 등,17
镬,钅,金,- 확,18
镭,钅,金,- 뢰,18
镯,钅,金,- 탁,18
镰,钅,金,- 렴,18
镱,钅,金,- 의,18
镲,钅,金,- 찰,19
镳,钅,金,- 표,20
镴,钅,金,- 랍,20
镶,钅,金,- 양,22
長,長,木,긴 장,8
镸,镸,金,- 장,7
长,长,木,- 장,4
門,門,木,문 문,8
閂,門,木,- 산,9
閃,門,木,번쩍일 섬,10
閉,門,木,닫을 폐,11
開,門,木,열 개,12
閎,門,木,마을문 굉,12
閏,門,木,윤달 윤,12
閑,門,木,한가할 한,12
閒,門,木,한가할 한,12
間,門,木,사이 간,12
閔,門,木,성(姓) 민,12
閘,門,木,수문 갑,13
閡,門,木,- 애,14
閣,門,木,집 각,14
閤,門,木,합문 합,14
閥,門,木,문벌 벌,14
閦,門,木,무리 축,14
閨,門,木,안방 규,14
閩,門,木,종족이름 민,14
閫,門,木,문지방 곤,15
閬,門,木,솟을 대문 랑,15
閭,門,木,마을 려,15
閱,門,木,볼[覽] 열,15
閵,門,木,- 린,16
閶,門,木,천문 청,16
閹,門,木,고자 엄,16
閻,門,木,마을 염,16
閼,門,木,막을 알,16
閾,門,木,문지방 역,16
闃,門,木,고요할 격,17
闆,門,木,- 반,17
闈,門,木,대궐안작은문 위,17
闉,門,木,성문 인,17
闊,門,木,넓을 활,17
闌,門,木,가로막을 란,17
闔,門,木,문짝 합,18
闕,門,木,대궐 궐,18
闖,門,木,엿볼 틈,18
關,門,木,관계할 관,19
闞,門,木,범 소리 함,20
闡,門,木,밝힐 천,20
闢,門,木,열 벽,21
闩,门,木,- 산,4
闪,门,木,- 섬,5
闫,门,木,- 염,6
闭,门,木,- 폐,6
问,门,木,- 문,6
闯,门,木,- 틈,6
闰,门,木,- 윤,7
闱,门,木,- 위,7
闲,门,木,- 한,7
闳,门,木,- 굉,7
闵,门,木,- 민,7
闶,门,木,- 항,7
闷,门,木,- 민,7
闸,门,木,- 갑,8
闹,门,木,- 뇨,
闺,门,木,- 규,9
闻,门,木,- 문,9
闼,门,木,- 달,9
闽,门,木,- 민,9
闾,门,木,- 려,10
阀,门,木,- 벌,9
阁,门,木,- 각,9
阂,门,木,- 애,9
阃,门,木,- 곤,10
阄,门,木,- 구,10
阅,门,木,- 열,10
阆,门,木,- 랑,10
阇,门,木,- 도,11
阈,门,木,- 역,11
阉,门,木,- 엄,11
阊,门,木,- 창,11
阋,门,木,- 혁,11
阌,门,木,- 문,11
阍,门,木,- 혼,11
阎,门,木,- 염,11
阏,门,木,- 알,11
阐,门,木,- 천,11
阑,门,木,- 란,12
阒,门,木,- 격,12
阔,门,木,- 활,12
阕,门,木,- 결,12
阖,门,木,- 합,13
阗,门,木,- 전,13
阙,门,木,- 궐,13
阚,门,木,- 함,14
阜,阜,土,언덕 부,8
阝,阝,土,언덕 부,3
阞,阝,土,- 륵,5
阡,阝,土,밭둑길 천,6
阢,阝,土,험할 올,6
阪,阝,土,언덕 판,7
阮,阝,土,성(姓) 완,7
阱,阝,土,함정 정,7
防,阝,土,막을 방,7
阳,阝,土,- 양,7
阴,阝,土,- 음,7
阵,阝,土,- 진,7
阶,阝,土,- 계,7
阻,阝,土,막힐 조,8
阼,阝,土,동편섬돌 조,8
阽,阝,土,낭떠러지 점,8
阿,阝,土,언덕 아,8
陀,阝,土,비탈질 타,8
陂,阝,土,방죽 피,8
附,阝,土,붙을 부,8
陆,阝,土,- 륙,8
陇,阝,土,- 롱,8
陈,阝,土,- 진,8
陉,阝,土,- 형,8
陋,阝,土,더러울 루,9
陌,阝,土,밭두둑길 맥,9
降,阝,土,내릴 강,9
陏,阝,土,오이 라,9
限,阝,土,한할 한,9
陔,阝,土,섬돌 해,9
陕,阝,土,- 합,9
陘,阝,土,지레목 형,10
陛,阝,土,대궐섬돌 폐,10
陜,阝,土,좁을 협,10
陝,阝,土,땅이름 섬,10
陞,阝,土,오를 승,10
陟,阝,土,오를 척,10
陡,阝,土,절벽 두,10
院,阝,土,집 원,10
陣,阝,土,진칠 진,10
除,阝,土,덜 제,10
陧,阝,土,위태할 날,10
陨,阝,土,- 운,10
险,阝,土,- 험,10
陪,阝,土,모실 배,11
陬,阝,土,벼루 추,11
陰,阝,土,그늘 음,11
陲,阝,土,변방 수,12
陳,阝,土,베풀 진 진,11
陴,阝,土,성가퀴 비,11
陵,阝,土,언덕 릉,11
陶,阝,土,질그릇 도,11
陷,阝,土,빠질 함,11
陸,阝,土,뭍 륙,11
陽,阝,土,볕 양,12
隄,阝,土,둑 제,12
隅,阝,土,모퉁이 우,12
隆,阝,土,높을 륭,12
隈,阝,土,모퉁이 외,12
隉,阝,土,위태할 얼,12
隊,阝,土,무리 대,12
隋,阝,土,수나라 수,12
隍,阝,土,해자 황,12
階,阝,土,섬돌 계,12
隐,阝,土,숨을 은,12
隔,阝,土,사이뜰 격,13
隕,阝,土,떨어질 운,13
隗,阝,土,높을 외,13
隘,阝,土,좁을 애,13
隙,阝,土,틈 극,13
際,阝,土,즈음 제,14
障,阝,土,막을 장,14
隡,阝,土,- 산,14
隧,阝,土,길[路] 수,16
隨,阝,土,따를 수,16
險,阝,土,험할 험,16
隰,阝,土,진펄 습,17
隱,阝,土,숨을 은,17
隳,阝,土,무너뜨릴 휴,18
隴,阝,土,언덕 롱,19
隶,隶,水,밑 이,8
隸,隶,水,붙을 례,17
隹,隹,火,새 추,8
隺,隹,火,- 각,10
隻,隹,火,외짝 척,10
隼,隹,火,새매 준,10
隽,隹,火,- 전,10
雀,隹,火,참새 작,11
雁,隹,火,기러기 안,12
雄,隹,火,수컷 웅,12
雅,隹,火,맑을 아,12
集,隹,火,모을 집,12
雇,隹,火,품팔 고,12
雈,隹,火,- 환,12
雉,隹,火,꿩 치,13
雋,隹,火,영특할 준,13
雌,隹,火,암컷 자,14
雍,隹,火,화(和)할 옹,13
雎,隹,火,물수리 저,13
雏,隹,火,- 추,13
雐,虍,金,- 호,14
雒,隹,火,올빼미 락,14
雔,隹,火,- 수,16
雕,隹,火,아로새길 조,16
雖,隹,火,비록 수,17
雙,隹,火,두 쌍,18
雚,隹,火,황새 관,18
雛,隹,火,새새끼 추,18
雜,隹,火,섞일 잡,18
雝,隹,火,화할 옹,18
雞,隹,火,닭 계,18
雠,隹,火,- 수,18
離,隹,火,떠날 리,19
難,隹,火,어려울 난,19
雨,雨,水,비 우,8
雩,雨,水,기우제 우,11
雪,雨,水,눈 설,11
雯,雨,水,구름무늬 문,12
雲,雨,水,구름 운,12
雳,雨,水,- 력,12
零,雨,水,떨어질 령,13
雷,雨,水,우레 뢰,13
雹,雨,水,우박 박,13
電,雨,水,번개 전,13
雾,雨,水,- 무,13
需,雨,水,쓰일 수,14
霁,雨,水,- 제,14
霂,雨,水,가랑비 목,15
霄,雨,水,하늘 소,15
霅,雨,水,비올 삽,15
霆,雨,水,벼락 정,15
震,雨,水,우레 진,15
霈,雨,水,비 쏟아질 패,15
霉,雨,水,매우 매,15
霍,雨,水,곽란 곽,16
霎,雨,水,가랑비 삽,16
霏,雨,水,눈펄펄내릴 비,16
霑,雨,水,젖을 점,16
霓,雨,水,암무지개 예,16
霖,雨,水,장마 림,16
霜,雨,水,서리 상,17
霝,雨,水,- 령,17
霞,雨,水,노을 하,17
霡,雨,水,- 맥,18
霢,雨,水,가랑비 맥,18
霧,雨,水,안개 무,19
霪,雨,水,장마 음,19
霭,雨,水,- 애,19
霰,雨,水,싸락눈 산,20
露,雨,水,이슬 로,21
霸,雨,水,으뜸 패,21
霹,雨,水,벼락 벽,21
霽,雨,水,갤 제,22
霾,雨,水,흙비 매,22
靂,雨,水,벼락 력,24
靈,雨,水,신령 령,24
靑,靑,木,푸를 청,8
青,青,木,푸를 청,8
靓,青,木,- 정,12
靖,青,木,편안할 정,13
静,青,木,- 정,14
靚,青,木,단장할 정,15
靛,青,木,푸른 대 전,16
靜,青,木,고요할 정,16
非,非,金,아닐 비,8
靠,非,金,기댈 고,15
靡,非,金,쓰러질 미,19
面,面,土,낯 면,9
靥,厂,土,- 엽,15
靦,面,土,부끄러울 전,16
革,革,金,가죽 혁,9
靳,革,金,아낄 근,13
靴,革,金,"신[履, 鞋] 화",13
靶,革,金,고삐 파,13
靼,革,金,다룬가죽 달,14
鞅,革,金,가슴걸이 앙,14
鞋,革,金,신 혜,15
鞍,革,金,안장 안,15
鞏,革,金,굳을 공,15
鞑,革,金,- 달,15
鞒,革,金,- 교,15
鞔,革,金,신울 만,16
鞘,革,金,칼집 초,16
鞠,革,金,성(姓) 국,17
鞣,革,金,다룬 가죽 유,18
鞦,革,金,그네 추,18
鞫,革,金,국문할 국,18
鞭,革,金,채찍 편,18
鞮,革,金,가죽신 제,18
鞯,革,金,- 천,18
鞲,革,金,팔찌 구,19
鞴,革,金,풀무 비,19
韁,革,金,고삐 강,22
韃,革,金,칠 달,22
韆,革,金,그네 천,24
韋,韋,金,가죽 위,9
韌,韋,金,- 인,12
韓,韋,金,한국 한,17
韙,韋,金,옳을 위,18
韜,韋,金,감출 도,19
韦,韦,金,- 위,4
韧,韦,金,- 인,7
韩,韦,金,- 한,12
韪,韦,金,- 위,13
韫,韦,金,- 온,13
韬,韦,金,- 도,14
韭,韭,木,부추 구,9
韰,韭,木,- 해,16
韱,韭,木,산부추 섬,17
音,音,金,소리 음,9
韵,音,金,운 운,13
韶,音,金,풍류 소,14
韻,音,金,운 운,19
響,音,金,울릴 향,22
頁,頁,土,머리 혈,9
頂,頁,土,정수리 정,11
頃,頁,土,이랑 경,11
項,頁,土,항목 항,12
順,頁,土,순할 순,12
須,頁,土,모름지기 수,12
頊,頁,土,삼갈 욱,13
頌,頁,土,기릴 송,13
頏,頁,土,새날아내릴 항,13
預,頁,土,맡길 예,13
頑,頁,土,완고할 완,13
頒,頁,土,나눌 반,13
頓,頁,土,조아릴 돈,13
頗,頁,土,자못 파,14
領,頁,土,거느릴 령,14
頜,頁,土,- 합,15
頡,頁,土,긁을 갈,15
頤,頁,土,턱 이,15
頦,頁,土,턱 해,15
頭,頁,土,머리 두,16
頰,頁,土,뺨 협,16
頷,頁,土,끄덕일 암,16
頸,頁,土,목 경,16
頹,頁,土,무너질 퇴,16
頻,頁,土,자주 빈,16
顆,頁,土,낱알 과,17
題,頁,土,제목 제,18
額,頁,土,이마 액,18
顎,頁,土,턱 악,18
顏,頁,土,얼굴 안,18
顓,頁,土,오로지 전,18
顗,頁,土,- 의,19
願,頁,土,원할 원,19
顙,頁,土,이마 상,19
顛,頁,土,엎드러질 전,19
類,頁,土,무리 류,19
顥,頁,土,클 호,21
顧,頁,土,돌아볼 고,21
顫,頁,土,떨 전,22
顬,頁,土,- 유,23
顯,頁,土,나타날 현,23
顰,頁,土,찡그릴 빈,24
顱,頁,土,머리뼈 로,25
顳,頁,土,귀밑 뼈 섭,27
顴,頁,土,광대뼈 관,27
页,页,土,- 혈,6
顶,页,土,- 정,8
顷,页,土,- 경,8
顸,干,木,- 안,9
顺,页,土,- 순,9
须,彡,火,- 수,9
顼,王,金,- 욱,10
顽,页,土,- 완,10
顿,页,土,- 돈,10
颀,斤,金,- 기,10
颁,页,土,- 반,10
颂,页,土,- 송,10
颃,页,土,- 항,10
预,页,土,- 예,10
颅,页,土,- 로,11
颇,页,土,- 파,11
颈,页,土,- 경,11
颉,页,土,- 힐,12
颊,页,土,- 협,12
颌,页,土,- 합,12
颍,水,水,- 영,12
颏,页,土,- 해,12
颐,页,土,- 이,13
频,页,土,- 빈,13
颓,页,土,- 퇴,13
颔,页,土,- 암,13
颖,页,土,- 영,13
颗,页,土,- 과,14
题,页,土,- 제,15
颚,页,土,- 악,15
颛,页,土,- 전,15
颜,页,土,- 안,15
额,页,土,- 액,15
颞,页,土,- 섭,16
颟,页,土,- 만,16
颠,页,土,- 전,16
颡,页,土,- 상,16
颢,页,土,- 호,18
颤,页,土,- 전,19
颥,页,土,- 유,20
颦,十,土,- 빈,21
颧,页,土,- 관,23
風,風,木,바람 풍,9
颭,風,木,펄렁거릴 점,14
颯,風,木,바람소리 삽,14
颱,風,木,태풍 태,14
颳,風,木,모진 바람 괄,15
颶,風,木,사방풍 구,17
颻,風,木,- 요,19
颼,風,木,바람소리 수,19
飄,風,木,나부낄 표,20
飆,風,木,폭풍 표,21
飐,风,木,- 점,9
飑,风,木,- 박,9
飒,风,木,- 삽,9
飓,风,木,- 구,12
飕,风,木,- 수,13
飖,风,木,- 요,14
飘,风,木,- 표,15
飙,风,木,- 표,16
飚,风,木,- 표,16
飛,飛,火,날 비,9
食,食,土,밥 식,9
飠,飠,土,- 식,8
飢,飠,土,주릴 기,11
飧,食,土,저녁밥 손,12
飨,食,土,- 향,12
飩,飠,土,- 돈,12
飪,飠,土,익힐 임,12
飫,飠,土,배부를 어,13
飬,食,土,- 권,13
飭,飠,土,신칙할 칙,13
飯,飠,土,밥 반,13
飲,飠,土,마실 음,12
飴,飠,土,엿 이,14
飼,飠,土,기를 사,14
飽,飠,土,배부를 포,14
飾,飠,土,꾸밀 식,14
餃,飠,土,교자 교,15
餄,飠,土,- 협,14
餅,飠,土,떡 병,14
餉,飠,土,먹일 향,15
養,食,土,기를 양,15
餌,飠,土,미끼 이,15
餍,食,土,- 염,15
餎,飠,土,- 락,14
餐,食,土,밥 찬,16
餑,飠,土,- 발,15
餒,飠,土,주릴 뇌,16
餓,飠,土,주릴 아,16
